Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-01-27 00:00:00+05:30,85.31326254074031,85.66873644038292,83.18042900483229,83.47126770019531,11638766,0.0,0.0
2021-01-28 00:00:00+05:30,82.72801636332582,83.98832401522125,82.59875581014774,82.8572769165039,11970139,0.0,0.0
2021-01-29 00:00:00+05:30,83.53591213228243,83.79443325406324,80.95066146667988,81.37076568603516,15268785,0.0,0.0
2021-02-01 00:00:00+05:30,81.69390929908836,83.85905540821165,81.33843541552733,83.37432098388672,12808349,0.0,0.0
2021-02-02 00:00:00+05:30,84.66696643647694,85.86264891490163,83.79444031849681,84.82854461669922,15485139,0.0,0.0
2021-02-03 00:00:00+05:30,84.82854457500854,89.19115543886612,84.82854457500854,88.7064208984375,25483402,0.0,0.0
2021-02-04 00:00:00+05:30,89.126511079708,93.230600379132,88.41557307717484,92.81050109863281,30751754,0.0,0.0
2021-02-05 00:00:00+05:30,93.13365823447604,93.26291879406371,90.06367310001346,91.03314208984375,19930467,0.0,0.0
2021-02-08 00:00:00+05:30,91.16242403857137,92.03494041696516,90.67768942992454,91.48558044433594,11810439,0.0,0.0
2021-02-09 00:00:00+05:30,91.4532499467449,92.71355777927481,89.64357235703426,89.9990463256836,8579689,0.0,0.0
2021-02-10 00:00:00+05:30,90.41913459233425,90.83924372643762,88.4155713210468,89.38504028320312,8709612,0.0,0.0
2021-02-11 00:00:00+05:30,89.38504251192893,90.16061572860248,87.898521427168,88.64177703857422,14150298,0.0,0.0
2021-02-12 00:00:00+05:30,88.22168158117755,88.54483792396574,85.79800901026609,86.50895690917969,16453706,0.0,0.0
2021-02-15 00:00:00+05:30,86.92905707260161,87.1552704595776,85.3132753426276,85.474853515625,10557047,0.0,0.0
2021-02-16 00:00:00+05:30,85.5071843614088,87.51074809961229,85.5071843614088,86.4443359375,11735144,0.0,0.0
2021-02-17 00:00:00+05:30,86.15347209422397,87.73693600179313,85.89494113542945,87.38146209716797,8950258,0.0,0.0
2021-02-18 00:00:00+05:30,87.25221584988623,91.25935267949114,86.63822074777688,90.45146179199219,22069738,0.0,0.0
2021-02-19 00:00:00+05:30,90.45146325762389,92.5519795991569,88.7064208847402,89.9990463256836,22944780,0.0,0.0
2021-02-22 00:00:00+05:30,89.74052131572105,90.0959854071054,87.31684871837838,88.06010437011719,20401387,0.0,0.0
2021-02-23 00:00:00+05:30,88.93264382240672,89.57895661221505,88.02779999950474,88.48021697998047,19178437,0.0,0.0
2021-02-24 00:00:00+05:30,90.45147055893537,93.71535203317032,90.16063178363628,93.32756042480469,38775957,0.0,0.0
2021-02-25 00:00:00+05:30,94.94332746124797,101.9235062830938,94.20007183409464,100.88941192626953,85580477,0.0,0.0
2021-02-26 00:00:00+05:30,100.92173848665473,105.34898505490808,97.2700751580593,98.36880493164062,94115857,0.0,0.0
2021-03-01 00:00:00+05:30,100.50162510792862,101.53572937536221,99.33826027255311,99.75836944580078,22306110,0.0,0.0
2021-03-02 00:00:00+05:30,99.758383706015,100.92173884574005,98.56270109224684,99.14437866210938,17565134,0.0,0.0
2021-03-03 00:00:00+05:30,100.17846577943061,101.66498692145065,99.40289253288286,100.11383056640625,17610904,0.0,0.0
2021-03-04 00:00:00+05:30,99.5321429571382,100.11382036730336,98.0456219665576,98.27183532714844,17162557,0.0,0.0
2021-03-05 00:00:00+05:30,98.23952965365277,98.69194656782582,96.75300848255635,97.65785217285156,17323282,0.0,0.0
2021-03-08 00:00:00+05:30,99.46752262085776,100.82478326341423,98.46574580491537,98.9827880859375,18727656,0.0,0.0
2021-03-09 00:00:00+05:30,100.14616320063526,100.14616320063526,95.97744774568739,98.04564666748047,14621175,0.0,0.0
2021-03-10 00:00:00+05:30,98.91816614594529,99.04742672066226,96.55911874407455,97.56090545654297,10788943,0.0,0.0
2021-03-12 00:00:00+05:30,98.23951898619185,98.88583161110101,96.3005811114644,97.27005004882812,14835735,0.0,0.0
2021-03-15 00:00:00+05:30,97.90516043737584,98.67396776545854,96.76867373591472,98.20599365234375,15783310,5.0,0.0
2021-03-16 00:00:00+05:30,98.27284443418115,98.97479536316627,96.66839391151318,97.40376281738281,11857531,0.0,0.0
2021-03-17 00:00:00+05:30,96.96921278656784,97.2366177672329,93.25891002497488,93.4928970336914,15554810,0.0,0.0
2021-03-18 00:00:00+05:30,94.5959801469854,94.76311085395886,91.05280711897802,91.62105560302734,14401450,0.0,0.0
2021-03-19 00:00:00+05:30,90.91908531901896,93.59317606369598,89.24777860359582,91.11964416503906,33294812,0.0,0.0
2021-03-22 00:00:00+05:30,91.98872411703618,91.98872411703618,90.4511199250907,90.68509674072266,11414253,0.0,0.0
