Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-01-27 00:00:00+05:30,3688.0986171804725,3877.7949252735516,3628.0705862219133,3793.73681640625,349263,0.0,0.0
2021-01-28 00:00:00+05:30,3760.000370743778,3816.4945658897236,3722.306131438076,3741.954345703125,117674,0.0,0.0
2021-01-29 00:00:00+05:30,3775.6433228724163,3815.175107721512,3562.105379273169,3735.404541015625,236889,0.0,0.0
2021-02-01 00:00:00+05:30,3766.596888734519,3778.8475165938003,3679.9001377303716,3710.66796875,128714,0.0,0.0
2021-02-02 00:00:00+05:30,3747.9852426120797,3863.659436723748,3723.2483986574457,3805.751708984375,158015,0.0,0.0
2021-02-03 00:00:00+05:30,3816.541535263761,4096.42124784977,3805.7516058256865,4057.3134765625,343177,0.0,0.0
2021-02-04 00:00:00+05:30,4068.1503366584307,4127.471823397662,4007.0384657729533,4055.6171875,146650,0.0,0.0
2021-02-05 00:00:00+05:30,4053.072739128072,4070.977501286508,3881.18711443403,3886.88818359375,142196,0.0,0.0
2021-02-08 00:00:00+05:30,3921.8967353542844,3925.289308737824,3840.1004244769865,3865.44970703125,111277,0.0,0.0
2021-02-09 00:00:00+05:30,3884.108798824451,3929.483146907455,3813.1491179610525,3833.315673828125,90282,0.0,0.0
2021-02-10 00:00:00+05:30,3840.1006159211747,3863.6595154053534,3729.656541152819,3769.32958984375,109185,0.0,0.0
2021-02-11 00:00:00+05:30,3753.403661305863,3816.447180863492,3750.5765935218014,3794.2548828125,87408,0.0,0.0
2021-02-12 00:00:00+05:30,3794.254942668407,3842.6447822952123,3760.000212117531,3807.023681640625,65326,0.0,0.0
2021-02-15 00:00:00+05:30,3825.9651192902643,3840.100458400943,3770.366118788263,3799.767578125,69804,0.0,0.0
2021-02-16 00:00:00+05:30,3801.4168000488025,3824.0805070267907,3694.0353838208525,3717.547119140625,92060,0.0,0.0
2021-02-17 00:00:00+05:30,3727.9600977242812,3745.4408464204607,3644.0904190848823,3652.477294921875,105727,0.0,0.0
2021-02-18 00:00:00+05:30,3618.3642806921193,3748.07972189973,3614.924773325246,3648.142822265625,147042,0.0,0.0
2021-02-19 00:00:00+05:30,3698.7475447912257,3698.7475447912257,3588.4918854942644,3600.41259765625,120226,0.0,0.0
2021-02-22 00:00:00+05:30,3601.6845896404498,3632.735173461786,3557.3938581613547,3575.015869140625,63480,0.0,0.0
2021-02-23 00:00:00+05:30,3581.7536848518516,3629.0127434570436,3533.834793031398,3538.12255859375,90928,0.0,0.0
2021-02-24 00:00:00+05:30,3569.974048680698,3604.511300223214,3487.6591691832987,3504.385986328125,50985,0.0,0.0
2021-02-25 00:00:00+05:30,3514.988022320055,3546.8397024231895,3430.175978886059,3445.724853515625,251215,0.0,0.0
2021-02-26 00:00:00+05:30,3416.040247511934,3438.2327756851055,3364.2106713427875,3392.340087890625,240333,0.0,0.0
2021-03-01 00:00:00+05:30,3383.0575692253915,3482.1933606165203,3383.0575692253915,3400.067138671875,190862,0.0,0.0
2021-03-02 00:00:00+05:30,3430.6938907753765,3669.5339527002384,3417.9249220451375,3611.86181640625,394399,0.0,0.0
2021-03-03 00:00:00+05:30,3645.032987496309,3738.326230971525,3629.0129355864237,3685.695556640625,232927,0.0,0.0
2021-03-04 00:00:00+05:30,3656.6238432645955,3783.559143871157,3591.459791202083,3698.46435546875,251366,0.0,0.0
2021-03-05 00:00:00+05:30,3684.611877254562,3694.035437042937,3599.7998391591887,3623.5,132490,0.0,0.0
2021-03-08 00:00:00+05:30,3646.9176686849637,3727.0179275578894,3624.301125003197,3643.336669921875,162750,0.0,0.0
2021-03-09 00:00:00+05:30,3664.822710422715,3694.035748227576,3637.3531233525223,3671.890380859375,100893,0.0,0.0
2021-03-10 00:00:00+05:30,3727.017676905047,3910.777081961048,3709.1600781707702,3890.940673828125,1096653,0.0,0.0
