symbol,current_price,return_1d,return_5d,return_20d,return_60d,return_252d,volatility_20d,volatility_60d,sma_20,sma_50,sma_200,price_vs_sma20,price_vs_sma50,price_vs_sma200,trend_strength,rsi_14,macd_histogram,bb_position,avg_volume_20d,volume_ratio,max_drawdown,sharpe_ratio,sortino_ratio
DIVISLAB.NS,6011.5,-0.009800691813539819,-0.03600064143681847,-0.06472189809412676,-0.1078213119620065,-0.1078213119620065,0.22448727179224354,0.18994278196951758,6343.0,6392.88,6358.449445800781,-5.226233643386413,-5.965699340516329,-5.456510250779956,-0.7802430203601496,33.45864661649733,-51.21310790519765,0.09962452575825503,412602.25,1.1159730709175726,-0.18158425215875393,0.022140288871487643,0.03310542739520938
APOLLOHOSP.NS,6803.0,0.0008827423863468908,-0.059774721857508095,-0.04932923420905533,-0.1143080328082281,-0.1143080328082281,0.22169365685958914,0.16768780133626185,7134.5,7172.2,7329.938444824219,-4.646436330506698,-5.14765343966983,-7.188852250134492,-0.5256406681352965,37.62157382842381,-50.99483775293001,0.07185758668687524,403473.1,1.135389199428661,-0.1516475287069396,-0.2597257050763093,-0.428817283645729
RELIANCE.NS,1386.0999755859375,-0.011693422042112323,-0.04924895234635984,-0.11101845882937444,-0.06747850321629478,-0.06747850321629478,0.23919009177979458,0.17563520789961068,1483.5900024414063,1522.2560009765625,1440.9170739746094,-6.571224306920276,-8.944357933440749,-3.804320136027328,-2.5400457288623612,11.661326900849147,-11.03865279129393,0.13141560246639059,11505488.45,0.8548140344271955,-0.12949825216292826,0.2850580766949308,0.45160572982124647
ONGC.NS,245.47000122070312,0.00598338898706996,-0.006877845049301667,0.046646495110850505,-0.015212455573330619,-0.015212455573330619,0.24848723461030686,0.17801651908494032,240.61499938964843,240.40760009765626,237.2325881958008,2.0177469581572405,2.105757522220797,3.4722940417037274,0.08626985665507458,58.386369183156454,0.5504679371625016,0.7489192057670685,11173297.55,0.7229211397847362,-0.14762716209050314,-0.26014012966102,-0.36073348202055544
BPCL.NS,349.1499938964844,-0.01411831169326938,-0.038683969819191755,-0.046038268042392416,-0.0010794259476081258,-0.0010794259476081258,0.25373160912241594,0.22887196328234571,363.81000061035155,363.33099853515625,329.54241760253905,-4.02957771619048,-3.9030538808539683,5.949940052207192,0.1318362807265272,25.448329637256435,-1.6527292020979072,0.1667048200376248,5816042.7,0.9178044721026549,-0.1202450127411463,1.1136885417154079,2.0058440435177545
NTPC.NS,336.70001220703125,-0.0167907717770025,-0.027861971203777647,0.03887690794887311,0.007741985573003873,0.007741985573003873,0.268052637985175,0.1735226755664947,340.9425018310547,330.7130029296875,333.03625427246095,-1.2443416708796562,1.8103338013040426,1.1001078373806594,3.0931650133944277,35.52083048451803,-1.0656816257035793,0.37081457216727814,10367716.0,0.9726378500337007,-0.11580328226623801,0.12858170456337137,0.23401510460866157
POWERGRID.NS,254.14999389648438,-0.019672154690513532,-0.012242495320361035,-0.04256928909739022,-0.10315663940809972,-0.10315663940809972,0.17947018480506666,0.16432434009652383,260.8574981689453,265.39000061035154,280.9030451965332,-2.5713289131205297,-4.235278905767769,-9.52394491890649,-1.7078648144173592,21.02647249832549,-0.3474777798288242,0.1772320224320987,11019973.65,1.6353642551586318,-0.1892478646529578,-0.691724572317292,-1.0971857781144803
TATASTEEL.NS,187.61000061035156,-0.007879457668279577,-0.0031879606934386295,0.10933068842836624,0.02608840717567018,0.02608840717567018,0.26516672704758587,0.22884098081121215,183.63300170898438,174.6096011352539,164.02353187561036,2.165732120237185,7.44540929626627,14.37992979728564,5.167757394245975,52.83698388008831,4.250271621675239e-05,0.7140666625967186,29210207.25,0.9752129369092375,-0.2003269804634475,1.3274506187161765,1.8932052265514132
JSWSTEEL.NS,1170.0,-0.012158075073652852,-0.01457091562086621,0.06907892351922551,-0.02985074626865669,-0.02985074626865669,0.25111925907872834,0.23181232135411728,1168.635009765625,1142.5660107421875,1083.0965438842773,0.11680210013977899,2.4010857140754682,8.023611247439067,2.281618635452287,45.143549999576635,-0.7487037986765159,0.513665080564035,1728687.4,1.3911364194590647,-0.12499995682878284,0.8384633841441187,1.1961871809808318
HINDALCO.NS,950.2999877929688,0.006194055281196986,0.016744196191207816,0.08866990630554894,0.12083507124739779,0.12083507124739779,0.25909853919948356,0.23899341426092313,923.8800048828125,864.047001953125,741.1271838378906,2.85967688125337,9.982441423310796,28.223604330890574,6.92473937117295,55.59229818888273,-1.5112712299228086,0.7554885837620112,6082237.55,0.9796927448188866,-0.2041929507377626,1.674662943032532,2.2083830524346997
